"author_id","author_apps""55ab90ef4f0cf8f2f8000059","5a7cbaf6461a8de298002559"
"5465f4167bd98d1187000035","5a782897461a8d2dd0002400"
"589466ac95ce5b1554000921","5a734dc40dfc329d170023f8"
"583f7aae00355a3b510009de","5a5fa76d0dfc32949600205d"
"57c9ffdfbe5ad0936b000114","5a4533bf461a8d60350019d9"
"5787ce61ff7be0c17b0001b7","5a432a310dfc323e11003f81,598533680dfc32dd140009a0,590a1d4f6ca3877e2000092d"
"59432a930dfc326f9c00139a","5a371a9a461a8d603500145c,5a2d80170dfc323bd0003901,5a162dbc461a8d72e8000d4d,5a0cdc350dfc322b45000aa8,59b31132461a8dd0c0001997"
"56663a467da16add50000063","5a31b3f40dfc32dba00012d8"
"5926fa58b67f9f43f800046c","5a302ef50dfc323bd0003987"
"598bad770dfc32af6100236f","5a2d43bc0dfc321c12001203"
"552daa9d2c0e12f21c000083","5a1a277b0dfc32823d0034b4"
"5313f1b743d9607ef00003c7","5a1add180dfc32dba0000dd3"
"561497cfa4b13075dd000065","5a0fc31a461a8d0a970016c2,5901e11c0dfc32464a0005bb"
"597d470d461a8d8fd1000635","5a0ddcca0dfc323e110031f1"
"59f8585f461a8dfe420006cf","5a07302d461a8d603500097e"
"52bc98fc530bf4ed75000183","59fa25710dfc323e11002d46,58f7b7576ca387fc520012a8"
"54106f95816f735f200001ba","58e5474f6ca387fc52000a3f"
"59ec290c461a8d2dd0000362","59ec41ee0dfc329496000354"
"5571cab17dbb9ed60200003c","59e0f0370dfc329496000048"
"58d3bcef6ca387cb86000cf8","59dceb380dfc32af61003d5a"
"55885afb49c1d18019000109","598846a5461a8d1889000af3"
"59af03840dfc323e110017fa","59ce4bbd461a8da6ca00218b"
"577d658c66202a9b8d00022c","59ce86d5461a8da6ca0021aa"
"55d9e82e69aa1802f70000c7","59cae9e8461a8da6ca002084"
"59c534a1461a8d34f6001fc2","59ca6982461a8d277d000551"
"58e3541c6ca387fc52000959","59ba7cad461a8dd989001bd7,59ad88df0dfc32dd14001764"
"59844362461a8dd9890008c4","59b2bee80dfc32823d001995"
"576096f7d3f81fdc9c00005e","59a45a4a461a8d9e49001481"
"528fc16ca92e1f86d200000a","59a01053461a8da6ca001302,59a007690dfc32af61002a9e"
"591b2e9c6ca387f83d000c6b","59a009930dfc32dd140012ba"
"595eb39bb67f9f43f80019a4","599dc335461a8d8fd10011ed"
"530273b74b130b71ef000192","599ce619461a8da6ca00120d"
"54b1306e7dbc8d1a4e00006a","599847ce0dfc323bd0001077"
"582fb1cd36ac5acf1800009c","598c1b8f461a8d34f6000c46"
"598281930dfc322fe00008bc","5984b9ff461a8d18890009bd"
"57377da976951af7a9000021","59822b950dfc323e11000843"
"5670c91d2e7c0c664d000086","597951860dfc323bd00004e0"
"592d05870dfc326582000aee","59774e5f461a8d1889000401,594cde1eb67f9fae630013ae"
"58d222006ca387c7c2000c4e","597607e5461a8d9e49000365"
"56dc9f89296282ad2e000034","596e2e79461a8d34f600006c"
"53c95a25484955ce660001ab","596808010dfc32dbb90013dd,5888f3f193254a8b9f00055a"
"54cd3b5b94d00b2001000027","5968d264b67f9f9e81001ded"
"56db39b3d86927b35f00002c","59616c500dfc32af6100131c"
"529a308a129af7e79b0000b3","595c112e0dfc325195000f58,591e6509b67f9fb68e0000e7,5924fff00dfc32034b0004bd,59505f180dfc32b63e0015a9,592c30feb67f9feeb70006a0"
"53bc5610db5c3bc8f8000016","595a5946b67f9f9e8100187e,57aa2b6e693f7ebd70000024"
"52da9d4c889f5d14f8000150","57ddb9dd2d0cc8f7da0002c5"
"549209c69e2c1161f1000026","59507a8d0dfc32aacf0015a2"
"5567c5a7dd46994ce7000091","5949a3050dfc32519500086c"
"5803dd799392ffa24e0000ae","58bd94d66ca3875752000081"
"55e827430a081ae5f9000009","5939fe5d0dfc32af610003df"
"58e36a7a0dfc3254c6000932","5939f07fb67f9fb68e000c48"
"591eafcc0dfc32b63e00023c","592f7aafb67f9fae63000810,591eb2110dfc327a610001f8"
"554fa8d38d6d430fd500006d","57c43fca5e3c3db6280003a9"
"55454fce3bbdc63a600000ac","59238bd1b67f9fae63000313"
"5836b499ca309464c9000130","58f985730dfc329fda001649"
"58fcb29e0dfc329df8000374","5919cfb30dfc32d3fd000294"
"55955a42e26351be6b000036","59182e3e6ca3871fe8000aa2"
"559ce9b1d106c87773000016","590831ff0dfc32464a0008aa"
"574147f6ef3469b60c000002","5907f9160dfc32e15c0019eb,58a04a1e6ca3877cd0000181,58a030ea0dfc32d7a400017e"
"57e7d7cd3095e36135000322","5904a0c90dfc329df8000706,58bd780f0dfc32a52a0005d0,589dcbd50dfc327d21000096"
"55dd8bb9e750efe8d0000016","58ec5fe46ca3872acd0005c5"
"583c663200355a4bea00030d","58ec86dd6ca3872acd0005d2,58bf05e66ca387c719000547,5863859f5de85072d9000205,5859480706e776ae7200039f,58591bc55de850f388000371,58528bbcce45dcbc7a000135"
"53b452f5ee5a606e13000048","58e763da6ca3872acd00038c"
"58d9d6d56ca3871e00000059","58e547b60dfc320a53000ce7"
"56c768a156b5d62ca800003b","58d9119c0dfc320a5300069d"
"5671bdd4f4619d95cb00004e","58d7bfd20dfc329fda000611"
"562b552d015078e1ef000053","58d7b8780dfc329fda000610"
"549c0abd0544722d37000293","58d412536ca387b8da0001b2"
"58cdef330dfc3252f4000148","58cea53e6ca3872537000196"
"588c8ef795ce5b0e800002bc","58ca4a8e6ca387216b000a7a"
"559006c366735d9ace00004f","571a8a19a7240bf3c300001c"
"587104f38006df1434000019","58bb064b6ca387c7de000d57"
"582fefb236ac5acf180000b5","58ba6d1f6ca387216b0003d8"
"582d964f36ac5a946d000406","58b20b3e0dfc320dc600090e,5864c9fb0e3a494b820002c4"
"56f74c2ee5887934b7000022","58b3588e0dfc32a52a00016a"
"582ca29136ac5aa1be000105","58a600100dfc320dc6000395,587a0e8ae09e637c8c00084e"
"58924f4e93254a42700009a1","58a14b0b0dfc32b76100021d"
"5860358606e776690a000dc9","589f4dbf0dfc327d21000137"
"5328586f29d82ffdd2000374","589e93d56ca38772610000e5"
"565ac0a5cb722e15fc000058","589d510d0dfc329815000064"
"56a5aa16ed368bdaa3000012","589a1ea36d34e3adde000281"
"53e258d452daa1f47c0000fe","573a3ae54264000fe3000022"
"5426214a62f2f9a1c70000a7","589523e16d34e3ad97000048"
